0.0,0.0,1,0.0,1,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.06666666666666667,0.6,15.0,13.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3125,0.0625,0.625,16.0,14.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.29411764705882354,0.058823529411764705,0.6470588235294118,17.0,15.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2777777777777778,0.05555555555555555,0.6666666666666666,18.0,16.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2631578947368421,0.05263157894736842,0.6842105263157895,19.0,17.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.05,0.7,20.0,18.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23809523809523808,0.047619047619047616,0.7142857142857143,21.0,19.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22727272727272727,0.045454545454545456,0.7272727272727273,22.0,20.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21739130434782608,0.043478260869565216,0.7391304347826086,23.0,21.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.20833333333333334,0.041666666666666664,0.75,24.0,22.0,||,0.0,0.0,1
0.0,0.0,1,0.0,0.0,1,0.0,1,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.04,0.76,25.0,22.0,||,0.0,0.0,1
0.0,0.0,1,0.0,0.0,1,0.0,1,13.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.19230769230769232,0.038461538461538464,0.7692307692307693,26.0,22.0,||,0.0,0.0,1
0.0,0.0,1,0.0,0.0,1,0.0,1,14.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18518518518518517,0.037037037037037035,0.7777777777777778,27.0,22.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21428571428571427,0.03571428571428571,0.75,28.0,23.0,||,1,0.0,0.0
1,0.0,0.0,1,0.0,0.0,0.0,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2413793103448276,0.034482758620689655,0.7241379310344828,29.0,23.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23333333333333334,0.06666666666666667,0.7,30.0,24.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22580645161290322,0.0967741935483871,0.6774193548387096,31.0,25.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21875,0.125,0.65625,32.0,26.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21212121212121213,0.15151515151515152,0.6363636363636364,33.0,27.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.20588235294117646,0.17647058823529413,0.6176470588235294,34.0,28.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,35.0,29.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19444444444444445,0.2222222222222222,0.5833333333333334,36.0,30.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,8.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1891891891891892,0.24324324324324326,0.5675675675675675,37.0,31.0,||,0.0,1,0.0
0.0,1,0.0,0.0,0.0,1,0.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18421052631578946,0.2631578947368421,0.5526315789473685,38.0,31.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.20512820512820512,0.2564102564102564,0.5384615384615384,39.0,32.0,||,1,0.0,0.0
1,0.0,0.0,1,0.0,0.0,0.0,1,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.225,0.25,0.525,40.0,32.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21951219512195122,0.2682926829268293,0.5121951219512195,41.0,33.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.2857142857142857,0.5,42.0,34.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.20930232558139536,0.3023255813953488,0.4883720930232558,43.0,35.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.20454545454545456,0.3181818181818182,0.4772727272727273,44.0,36.0,||,0.0,0.0,1
0.0,0.0,1,0.0,0.0,1,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.3111111111111111,0.4888888888888889,45.0,36.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21739130434782608,0.30434782608695654,0.4782608695652174,46.0,37.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23404255319148937,0.2978723404255319,0.46808510638297873,47.0,38.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.2916666666666667,0.4583333333333333,48.0,39.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2653061224489796,0.2857142857142857,0.4489795918367347,49.0,40.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.28,0.28,0.44,50.0,41.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29411764705882354,0.27450980392156865,0.43137254901960786,51.0,42.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3076923076923077,0.2692307692307692,0.4230769230769231,52.0,43.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.32075471698113206,0.2641509433962264,0.41509433962264153,53.0,44.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.25925925925925924,0.4074074074074074,54.0,45.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.34545454545454546,0.2545454545454545,0.4,55.0,46.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,11.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,0.25,0.39285714285714285,56.0,47.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,12.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.24561403508771928,0.38596491228070173,57.0,48.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,13.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3793103448275862,0.2413793103448276,0.3793103448275862,58.0,49.0,||,0.0,1,0.0
0.0,1,0.0,0.0,0.0,1,0.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3728813559322034,0.2542372881355932,0.3728813559322034,59.0,49.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.38333333333333336,0.25,0.36666666666666664,60.0,50.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39344262295081966,0.2459016393442623,0.36065573770491804,61.0,51.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4032258064516129,0.24193548387096775,0.3548387096774194,62.0,52.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4126984126984127,0.23809523809523808,0.3492063492063492,63.0,53.0,||,1,0.0,0.0
1,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.421875,0.234375,0.34375,64.0,54.0,||,1,0.0,0.0
1,0.0,0.0,0.0,1,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4307692307692308,0.23076923076923078,0.3384615384615385,65.0,54.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42424242424242425,0.22727272727272727,0.3484848484848485,66.0,55.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.417910447761194,0.22388059701492538,0.3582089552238806,67.0,56.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4117647058823529,0.22058823529411764,0.36764705882352944,68.0,57.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4057971014492754,0.21739130434782608,0.37681159420289856,69.0,58.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.21428571428571427,0.38571428571428573,70.0,59.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.39436619718309857,0.2112676056338028,0.39436619718309857,71.0,60.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3888888888888889,0.20833333333333334,0.4027777777777778,72.0,61.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3835616438356164,0.2054794520547945,0.410958904109589,73.0,62.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3783783783783784,0.20270270270270271,0.4189189189189189,74.0,63.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.37333333333333335,0.2,0.4266666666666667,75.0,64.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3684210526315789,0.19736842105263158,0.4342105263157895,76.0,65.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36363636363636365,0.19480519480519481,0.44155844155844154,77.0,66.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.358974358974359,0.19230769230769232,0.44871794871794873,78.0,67.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.35443037974683544,0.189873417721519,0.45569620253164556,79.0,68.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.1875,0.4625,80.0,69.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.345679012345679,0.18518518518518517,0.4691358024691358,81.0,70.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.34146341463414637,0.18292682926829268,0.47560975609756095,82.0,71.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3373493975903614,0.18072289156626506,0.4819277108433735,83.0,72.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.17857142857142858,0.4880952380952381,84.0,73.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.32941176470588235,0.18823529411764706,0.4823529411764706,85.0,74.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.32558139534883723,0.19767441860465115,0.47674418604651164,86.0,75.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3218390804597701,0.20689655172413793,0.47126436781609193,87.0,76.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3181818181818182,0.2159090909090909,0.4659090909090909,88.0,77.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3146067415730337,0.2247191011235955,0.4606741573033708,89.0,78.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3111111111111111,0.23333333333333334,0.45555555555555555,90.0,79.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3076923076923077,0.24175824175824176,0.45054945054945056,91.0,80.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,8.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.30434782608695654,0.25,0.44565217391304346,92.0,81.0,||,0.0,1,0.0
